"No.","Time","Source","Destination","Protocol","Length","Info"
"1846","20.149577","192.168.2.103","34.36.199.114","TCP","828","[TCP Retransmission] 1234  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66304 Len=674"
"1847","20.149581","192.168.2.103","34.36.199.114","TCP","828","[TCP Retransmission] 1237  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66304 Len=674"
"1886","20.175426","192.168.2.103","34.36.199.114","TCP","517","[TCP Retransmission] 1231  >  443 [PSH, ACK] Seq=675 Ack=220 Win=66048 Len=371"
"1950","20.207270","192.168.2.103","34.36.199.114","TCP","441","[TCP Retransmission] 1230  >  443 [PSH, ACK] Seq=1046 Ack=1073 Win=65280 Len=287"
"1951","20.207273","192.168.2.103","34.36.199.114","TCP","443","[TCP Retransmission] 1236  >  443 [PSH, ACK] Seq=1046 Ack=965 Win=65280 Len=289"
"1952","20.207276","192.168.2.103","34.36.199.114","TCP","447","[TCP Retransmission] 1234  >  443 [PSH, ACK] Seq=1044 Ack=965 Win=65280 Len=293"
"2025","20.229551","192.168.2.103","34.36.199.114","TCP","452","[TCP Retransmission] 1231  >  443 [PSH, ACK] Seq=1331 Ack=1274 Win=65024 Len=306"
"2115","20.253973","192.168.2.103","34.36.199.114","TCP","478","[TCP Retransmission] 1231  >  443 [PSH, ACK] Seq=1637 Ack=1475 Win=66304 Len=332"
"2119","20.254755","34.36.199.114","192.168.2.103","TCP","355","[TCP Retransmission] 443  >  1230 [PSH, ACK] Seq=1274 Ack=1633 Win=268288 Len=201"
"2120","20.254757","34.36.199.114","192.168.2.103","TCP","355","[TCP Retransmission] 443  >  1235 [PSH, ACK] Seq=1166 Ack=1632 Win=268288 Len=201"
"2127","20.255266","34.36.199.114","192.168.2.103","TCP","355","[TCP Retransmission] 443  >  1230 [PSH, ACK] Seq=1274 Ack=1633 Win=268288 Len=201"
"2128","20.255268","34.36.199.114","192.168.2.103","TCP","355","[TCP Retransmission] 443  >  1235 [PSH, ACK] Seq=1166 Ack=1632 Win=268288 Len=201"
"2172","20.269314","192.168.2.103","34.36.199.114","TCP","482","[TCP Retransmission] 1233  >  443 [PSH, ACK] Seq=1910 Ack=1568 Win=66304 Len=336"
"2183","20.271152","192.168.2.103","34.36.199.114","TCP","483","[TCP Retransmission] 1239  >  443 [PSH, ACK] Seq=1913 Ack=1568 Win=66304 Len=337"
"2188","20.272101","192.168.2.103","34.36.199.114","TCP","483","[TCP Retransmission] 1239  >  443 [PSH, ACK] Seq=1913 Ack=1568 Win=66304 Len=337"
"2203","20.275049","192.168.2.103","34.36.199.114","TCP","490","[TCP Retransmission] 1236  >  443 [PSH, ACK] Seq=1919 Ack=1568 Win=66304 Len=344"
"2206","20.276360","192.168.2.103","34.36.199.114","TCP","490","[TCP Retransmission] 1236  >  443 [PSH, ACK] Seq=1919 Ack=1568 Win=66304 Len=344"
"2223","20.281047","192.168.2.103","34.36.199.114","TCP","490","[TCP Retransmission] 1235  >  443 [PSH, ACK] Seq=1966 Ack=1552 Win=66304 Len=344"
"2261","20.296147","34.36.199.114","192.168.2.103","TCP","331","[TCP Retransmission] 443  >  1234 [PSH, ACK] Seq=1568 Ack=2248 Win=267776 Len=185"
"2264","20.296899","34.36.199.114","192.168.2.103","TCP","331","[TCP Retransmission] 443  >  1234 [PSH, ACK] Seq=1568 Ack=2248 Win=267776 Len=185"
"2315","20.311194","192.168.2.103","34.36.199.114","TCP","481","[TCP Retransmission] 1231  >  443 [PSH, ACK] Seq=2306 Ack=1845 Win=65792 Len=335"
"2334","20.315671","192.168.2.103","34.36.199.114","TCP","492","[TCP Retransmission] 1238  >  443 [PSH, ACK] Seq=2280 Ack=1737 Win=66048 Len=346"
"2444","20.351341","34.36.199.114","192.168.2.103","TCP","146","[TCP Retransmission] 443  >  1237 [FIN, ACK] Seq=1922 Ack=2630 Win=267520 Len=0"
"2565","21.581005","192.168.2.103","157.240.26.35","TCP","487","[TCP Retransmission] 1240  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=341"
"2581","21.582739","192.168.2.103","157.240.26.35","TCP","487","[TCP Retransmission] 1242  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=341"
"2610","21.593826","192.168.2.103","157.240.26.35","TCP","495","[TCP Retransmission] 1243  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=341"
