"No.","Time","Source","Destination","Protocol","Length","Info"
"7090","52.208144","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=2087875 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 7115]"
"8179","52.437842","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=2803355 Ack=1577 Win=268544 Len=1240 [TCP PDU reassembled in 8217]"
"8226","52.447708","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=2843035 Ack=1577 Win=268544 Len=1240"
"9511","62.381155","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=3481302 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 9587]"
"9556","62.387084","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=3512302 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 9587]"
"9660","62.411816","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=3601470 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 9750]"
"10195","62.510507","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=3968510 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 10212]"
"10524","62.566987","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=4194078 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 10621]"
"10599","62.583705","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=4247398 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 10621]"
"10661","62.596296","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=4290798 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 10677]"
"10664","62.596307","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=4294518 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 10677]"
"10952","62.648281","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=4509038 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 11033]"
"10959","62.648320","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=4517718 Ack=2151 Win=268032 Len=1240 [TCP PDU reassembled in 11033]"
"11598","73.136807","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=4736919 Ack=2725 Win=267520 Len=1240 [TCP PDU reassembled in 11649]"
"11781","73.179748","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=4886784 Ack=2725 Win=267520 Len=1240"
"11838","73.188505","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=4925224 Ack=2725 Win=267520 Len=1240 [TCP PDU reassembled in 11863]"
"11843","73.188527","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=4931424 Ack=2725 Win=267520 Len=1240 [TCP PDU reassembled in 11863]"
"12050","73.229993","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=5074024 Ack=2725 Win=267520 Len=1240"
"12055","73.230004","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=5081464 Ack=2725 Win=267520 Len=1240"
"12099","73.238728","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=5108744 Ack=2725 Win=267520 Len=1240"
"12104","73.238747","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [PSH, ACK] Seq=5116184 Ack=2725 Win=267520 Len=1240"
"12112","73.241691","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=5121144 Ack=2725 Win=267520 Len=1240"
"12205","73.263068","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=5185624 Ack=2725 Win=267520 Len=1240"
"12215","73.265597","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=5201744 Ack=2725 Win=267520 Len=1240"
"12233","73.269878","142.250.191.170","192.168.2.103","TCP","1394","[TCP Previous segment not captured] 443  >  1251 [ACK] Seq=5217864 Ack=2725 Win=267520 Len=1240"
